S. No.,LR No.,LR Date  ,Vehicle Size,Bill To,From Location,To Location,Revenue,TML Invoice No-,TML Invoice Date,Transporter Name,Transport Charges
651,25710,2022-06-14,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0163, 0164",2022-07-06 00:00:00,Arun Tempo,1100.0
652,25711,2022-06-14,Tata Ace,Ariston_Rithala,Rithala,Chhatarpur,1475.0,"0163, 0164",2022-07-06 00:00:00,Sunny Tempo,1100.0
653,25712,2022-06-16,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0163, 0164",2022-07-06 00:00:00,Sunny Tempo,1100.0
654,25713,2022-06-16,14 FT,Ariston_Rithala,Rithala,Kanpur,18500.0,"0194, 0195",2022-07-19 00:00:00,Arun Tempo,16000.0
655,25715,2022-06-16,14 FT,Ariston_Rithala,Rithala,Kanpur,0.0,"0194, 0195",2022-07-19 00:00:00,Arun Tempo,0.0
656,25714,2022-06-16,Tata Ace,Ariston_Rithala,Rithala,Chhatarpur,1475.0,"0163, 0164",2022-07-06 00:00:00,Sunny Tempo,1100.0
657,25716,2022-06-17,Champion,Ariston_Rithala,Rithala,Delhi Cantt,1350.0,"0163, 0164",2022-07-06 00:00:00,Arun Tempo,1100.0
658,25717,2022-06-17,Champion,Ariston_Rithala,Rithala,Faridabad,2800.0,"0163, 0164",2022-07-06 00:00:00,Sunny Tempo,2200.0
659,25718,2022-06-17,14 FT,Ariston_Rithala,Rithala,Gurgaon,4600.0,"0163, 0164",2022-07-06 00:00:00,Mainpal Tempo,3500.0
660,25719,2022-06-17,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0163, 0164",2022-07-06 00:00:00,Sunny Tempo,1100.0
661,25720,2022-06-18,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0163, 0164",2022-07-06 00:00:00,Sant Kumar,1100.0
662,24908,2022-06-06,14 FT,Anjana International,Okhla,Kundli,5000.0,109,2022-06-07 00:00:00,RS Dhahiya,4000.0
663,23348,2022-06-01,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,211,2022-07-25 00:00:00,Delhi Jaipur Tpt.,11500.0
664,23349,2022-06-01,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,156,2022-06-29 00:00:00,New Haryana Roadlines India,12000.0
665,23350,2022-06-01,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,211,2022-07-25 00:00:00,Delhi Jaipur Tpt.,11500.0
666,25651,2022-06-02,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,156,2022-06-29 00:00:00,New Haryana Roadlines India,12000.0
667,25652,2022-06-02,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,211,2022-07-25 00:00:00,Delhi Jaipur Tpt.,11500.0
668,25653,2022-06-02,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,211,2022-07-25 00:00:00,Delhi Jaipur Tpt.,11500.0
669,25654,2022-06-04,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,211,2022-07-25 00:00:00,Delhi Jaipur Tpt.,11500.0
670,25655,2022-06-06,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,272,2022-08-23 00:00:00,Delhi Jaipur Tpt.,11500.0
671,25657,2022-06-07,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,171,2022-07-08 00:00:00,Safeway logistics,11000.0
672,25659,2022-06-08,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,171,2022-07-08 00:00:00,Safeway logistics,11000.0
673,25660,2022-06-10,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,242,2022-08-09 00:00:00,Delhi Jaipur Tpt.,11500.0
674,25663,2022-06-15,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,171,2022-07-08 00:00:00,Safeway logistics,11000.0
675,25664,2022-06-15,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,171,2022-07-08 00:00:00,Safeway logistics,11000.0
676,25666,2022-06-16,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,171,2022-07-08 00:00:00,Safeway logistics,11000.0
677,24911,2022-06-15,M. Pick up,Purple Product,Rithala ,Meerut,6000.0,136,2022-06-20 00:00:00,Jai Shree Durga,4500.0
678,20870,2022-06-01,14 FT,Avon_Beauty,Kheki Daulan,Rithala ,6000.0,162,2022-07-06 00:00:00,Delhi Jaipur Tpt.,5000.0
679,24905,2022-06-02,Tata Ace,Avon_Beauty,Kheki Daulan,Rithala ,3500.0,162,2022-07-06 00:00:00,Mainpal Tempo,2500.0
680,20872,2022-06-13,14 FT,Avon_Beauty,Kheki Daulan,Rithala ,6000.0,162,2022-07-06 00:00:00,RS Dhahiya,5500.0
681,24859,2022-06-06,17FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,7590.0,191,2022-07-18 00:00:00,Radhey krishna logistics,6400.0
682,24860,2022-06-09,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,191,2022-07-18 00:00:00,Radhey krishna logistics,6800.0
683,24861,2022-06-10,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,244,2022-08-09 00:00:00,Radhey krishna logistics,6800.0
684,24862,2022-06-13,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,191,2022-07-18 00:00:00,Radhey krishna logistics,6800.0
685,24863,2022-06-15,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,191,2022-07-18 00:00:00,Radhey krishna logistics,6800.0
686,22063,2022-06-02,14 FT,VG_Kundli_Anil Eng.,Kundli,Farrukh Nagar,6831.0,192,2022-07-18 00:00:00,Radhey krishna logistics,6000.0
687,22064,2022-06-11,19/20FT,VG_Kundli_Anil Eng.,Kundli,Farrukh Nagar,8298.0,192,2022-07-18 00:00:00,Radhey krishna logistics,6800.0
688,22065,2022-06-11,19/20FT,VG_Kundli_Anil Eng.,Kundli,Farrukh Nagar,8298.0,192,2022-07-18 00:00:00,Radhey krishna logistics,6800.0
689,24909,2022-06-07,Champion,Avon_Beauty,Rithala ,Badarpur,1700.0,161,2022-07-06 00:00:00,Arun Tempo,1100.0
690,21544,2022-06-07,Champion,Avon_Beauty,Rithala ,Rohini,750.0,161,2022-07-06 00:00:00,Sant kumar,500.0
691,21545,2022-06-11,Champion,Avon_Beauty,Rithala ,Badarpur,1700.0,161,2022-07-06 00:00:00,Arun Tempo,1100.0
692,25667,2022-06-17,32 FT,Ariston_G-Noida_Intech Digital,Noida,Rithala,14500.0,137,2022-06-20 00:00:00,Safeway logistics,11500.0
693,25668,2022-06-17,32 FT,Ariston_G-Noida_Intech Digital,Noida,Rithala,0.0,137,2022-06-20 00:00:00,Safeway logistics,0.0
694,25798,2022-06-16,E.V,Dr. Oetker,NOIDA,NOIDA,0.0,167,2022-07-07 00:00:00,TRUMILES,0.0
695,25799,2022-06-18,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,167,2022-07-07 00:00:00,MISHRI YADAV,2600.0
696,25800,2022-06-18,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,167,2022-07-07 00:00:00,MISHRI YADAV,0.0
697,25407,2022-06-18,14 FT,HONEYWELL,BILASPUR,ANAND PARVAT,7500.0,143,2022-06-22 00:00:00,MISHRI YADAV,6500.0
698,25408,2022-06-20,22 FT,Honeywell Ele. Dev.& Sys,BILASPUR,GOVINDPURI,11500.0,160,2022-07-06 00:00:00,MISHRI YADAV,9500.0
699,25408,2022-06-21,22 FT,Honeywell Ele. Dev.& Sys,DELHI,BILASPUR,11500.0,160,2022-07-06 00:00:00,MISHRI YADAV,9500.0
700,25801,2022-06-21,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,167,2022-07-07 00:00:00,MISHRI YADAV,2600.0
701,25802,2022-06-21,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,167,2022-07-07 00:00:00,MISHRI YADAV,0.0
702,25803,2022-06-21,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,167,2022-07-07 00:00:00,MISHRI YADAV,0.0
703,25804,2022-06-21,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,167,2022-07-07 00:00:00,MISHRI YADAV,0.0
704,25669,2022-06-20,32 FT,Ariston_G-Noida_Intech Digital,Noida,Rithala,14500.0,145,2022-06-22 00:00:00,Safeway logistics,11500.0
705,25676,2022-06-23,32 FT,Ariston_G-Noida_Intech Digital,Noida,Rithala,14500.0,149,2022-06-24 00:00:00,Safeway logistics,11500.0
706,24603,2022-06-24,19/20FT,Ariston_Kundli_MB Decco,Kundli,Rithala,7000.0,151,2022-06-27 00:00:00,Radhey krishna logistics,6000.0
707,21764,2022-06-24,14 FT,Ariston_Indus_India (pune),Bahadurgarh,Rithala,4500.0,154,2022-06-28 00:00:00,RS Dhahiya,3500.0
708,24604,2022-06-25,19/20FT,Ariston_Kundli_MB Decco,Kundli,Rithala,7000.0,155,2022-06-29 00:00:00,Radhey krishna logistics,6000.0
709,25662,2022-06-13,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,211,2022-07-25 00:00:00,Delhi Jaipur Tpt.,11500.0
710,25665,2022-06-16,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,171,2022-07-08 00:00:00,Safeway logistics,11000.0
711,25670,2022-06-21,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,242,2022-08-09 00:00:00,Safeway logistics,11000.0
712,25671,2022-06-21,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,171,2022-07-08 00:00:00,Safeway logistics,11000.0
713,25672,2022-06-21,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,171,2022-07-08 00:00:00,Safeway logistics,11000.0
714,25673,2022-06-22,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,211,2022-07-25 00:00:00,Delhi Jaipur Tpt.,11500.0
715,25674,2022-06-22,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,211,2022-07-25 00:00:00,Delhi Jaipur Tpt.,11500.0
716,25675,2022-06-23,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,211,2022-07-25 00:00:00,New Haryana Roadlines India,11500.0
717,25677,2022-06-23,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,180,2022-07-13 00:00:00,Delhi Jaipur Tpt.,11500.0
718,25678,2022-06-24,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,211,2022-07-25 00:00:00,Delhi Jaipur Tpt.,11500.0
719,25679,2022-06-24,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,211,2022-07-25 00:00:00,Delhi Jaipur Tpt.,11500.0
720,22066,2022-06-20,19/20FT,VG_Kundli_Anil Eng.,Kundli,Farrukh Nagar,8298.0,192,2022-07-18 00:00:00,Radhey krishna logistics,6800.0
721,22067,2022-06-21,14 FT,VG_Kundli_Anil Eng.,Kundli,Farrukh Nagar,6831.0,192,2022-07-18 00:00:00,Radhey krishna logistics,6000.0
722,21546,2022-06-25,Champion,Avon_Beauty,Rithala ,Badarpur,1700.0,161,2022-07-06 00:00:00,Arun Tempo,1100.0
723,21547,2022-06-27,Champion,Avon_Beauty,Rithala ,Rohini,750.0,161,2022-07-06 00:00:00,Sant kumar,500.0
724,24864,2022-06-20,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,191,2022-07-18 00:00:00,Radhey krishna logistics,6800.0
725,24865,2022-06-21,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,191,2022-07-18 00:00:00,Radhey krishna logistics,6800.0
726,24866,2022-06-23,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,191,2022-07-18 00:00:00,Radhey krishna logistics,6800.0
727,24867,2022-06-24,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,191,2022-07-18 00:00:00,Radhey krishna logistics,6800.0
728,24868,2022-06-25,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,191,2022-07-18 00:00:00,Radhey krishna logistics,6800.0
729,25721,2022-06-18,14 FT,Ariston_Rithala,Rithala,Okhla,3300.0,"0217, 0218",2022-07-28 00:00:00,Jai shree Durga,2300.0
730,25722,2022-06-18,Tata Ace,Ariston_Rithala,Rithala,Shakarpur,1475.0,"0163, 0164",2022-07-06 00:00:00,Jai shree Durga,1100.0
731,25723,2022-06-18,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0163, 0164",2022-07-06 00:00:00,Sunny Tempo,1100.0
732,25724,2022-06-18,Tata Ace,Ariston_Rithala,Rithala,Chhatarpur,1475.0,"0163, 0164",2022-07-06 00:00:00,Sunny Tempo,1100.0
733,25725,2022-06-20,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0163, 0164",2022-07-06 00:00:00,Sunny Tempo,1100.0
734,25726,2022-06-20,Champion,Ariston_Rithala,Rithala,Mandoli,1350.0,"0163, 0164",2022-07-06 00:00:00,Arun Tempo,1100.0
735,25727,2022-06-20,19/20FT,Ariston_Rithala,Rithala,Ambala,11150.0,"0163, 0164",2022-07-06 00:00:00,Jai kedar Express,9000.0
736,25728,2022-06-20,Tata Ace,Ariston_Rithala,Rithala,Agra,7500.0,"0163, 0164",2022-07-06 00:00:00,Jai shree Durga,6400.0
737,25729,2022-06-20,14 FT,Ariston_Rithala,Rithala,Dahradun,13230.0,"0194, 0195",2022-07-19 00:00:00,New Haryana Roadlines India,9500.0
738,25730,2022-06-20,Tata Ace,Ariston_Rithala,Rithala,Chhatarpur,1475.0,"0163, 0164",2022-07-06 00:00:00,Sunny Tempo,1100.0
739,25731,2022-06-21,14 FT,Ariston_Rithala,Rithala,Kanpur,18500.0,"0163, 0164",2022-07-06 00:00:00,Jai shree Durga,16000.0
740,25732,2022-06-21,19/20FT,Ariston_Rithala,Rithala,Jaipur,12900.0,"0163, 0164",2022-07-06 00:00:00,Jai kedar Express,11500.0
741,25733,2022-06-21,Tata 407,Ariston_Rithala,Rithala,Mandoli,2800.0,"0163, 0164",2022-07-06 00:00:00,Arun Tempo,2700.0
742,25734,2022-06-21,Champion,Ariston_Rithala,Rithala,Farrukh Nagar,3780.0,"0163, 0164",2022-07-06 00:00:00,Sunny Tempo,2500.0
743,25735,2022-06-21,14 FT,Ariston_Rithala,Rithala,Amritsar,18000.0,"0163, 0164",2022-07-06 00:00:00,Jai kedar Express,14000.0
744,25736,2022-06-21,14 FT,Ariston_Rithala,Rithala,Jalandhar,1200.0,"0163, 0164",2022-07-06 00:00:00,Jai kedar Express,1000.0
745,25737,2022-06-21,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0163, 0164",2022-07-06 00:00:00,Sunny Tempo,1100.0
746,25738,2022-06-21,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0163, 0164",2022-07-06 00:00:00,Sunny Tempo,1100.0
747,25739,2022-06-22,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0163, 0164",2022-07-06 00:00:00,Arun Tempo,1100.0
748,25740,2022-06-22,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0163, 0164",2022-07-06 00:00:00,Sant Kumar,1100.0
749,25741,2022-06-22,M. Pick up,Ariston_Rithala,Rithala,Noida,3750.0,"0163, 0164",2022-07-06 00:00:00,Jai shree Durga,2500.0
750,25742,2022-06-22,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0163, 0164",2022-07-06 00:00:00,Sunny Tempo,1100.0
751,25743,2022-06-22,Tata 407,Ariston_Rithala,Rithala,Tikri kalan,2800.0,"0163, 0164",2022-07-06 00:00:00,Mainpal Tempo,2500.0
752,25744,2022-06-22,M. Pick up,Ariston_Rithala,Rithala,Mandoli,2300.0,"0163, 0164",2022-07-06 00:00:00,Jai shree Durga,1500.0
753,25745,2022-06-22,Tata 407,Ariston_Rithala,Rithala,Agra,10500.0,"0217, 0218",2022-07-28 00:00:00,New Haryana Roadlines India,8500.0
754,25746,2022-06-22,19/20FT,Ariston_Rithala,Rithala,Ambala,11150.0,"0194, 0195",2022-07-19 00:00:00,Jai kedar Express,9000.0
755,25747,2022-06-22,14 FT,Ariston_Rithala,Rithala,Bhatinda,15225.0,"0194, 0195",2022-07-19 00:00:00,Mainpal Tempo,13000.0
756,25748,2022-06-22,14 FT,Ariston_Rithala,Rithala,Ambala,1200.0,"0194, 0195",2022-07-19 00:00:00,Mainpal Tempo,1000.0
757,25749,2022-06-22,Tata 407,Ariston_Rithala,Rithala,Haldwani,13000.0,"0194, 0195",2022-07-19 00:00:00,Arun Tempo,11000.0
758,25750,2022-06-22,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0217, 0218",2022-07-28 00:00:00,Sunny Tempo,1100.0
759,26001,2022-06-23,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0163, 0164",2022-07-06 00:00:00,Sant Kumar,1100.0
760,26002,2022-06-23,Tata Ace,Ariston_Rithala,Rithala,Chhatarpur,1475.0,"0163, 0164",2022-07-06 00:00:00,Sunny Tempo,1100.0
761,26003,2022-06-23,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0163, 0164",2022-07-06 00:00:00,Arun Tempo,1100.0
762,26004,2022-06-23,14 FT,Ariston_Rithala,Rithala,Faridabad,4600.0,"0194, 0195",2022-07-19 00:00:00,Arun Tempo,3300.0
763,26005,2022-06-23,M. Pick up,Ariston_Rithala,Rithala,Rajouri Garden,2300.0,"0163, 0164",2022-07-06 00:00:00,Jai shree Durga,1500.0
764,26006,2022-06-23,32 FT,Ariston_Rithala,Rithala,Noida,15500.0,"0217, 0218",2022-07-28 00:00:00,Delhi Jaipur Tpt.,13000.0
765,26007,2022-06-23,32 FT,Ariston_Rithala,Rithala,Lucknow,39500.0,"0194, 0195",2022-07-19 00:00:00,TRC Transport,30000.0
766,26008,2022-06-23,14 FT,Ariston_Rithala,Rithala,Ambala,9250.0,"0163, 0164",2022-07-06 00:00:00,Jai shree Durga,7500.0
767,26009,2022-06-24,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0163, 0164",2022-07-06 00:00:00,Sunny Tempo,1100.0
768,26010,2022-06-24,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0163, 0164",2022-07-06 00:00:00,Arun Tempo,1100.0
769,26011,2022-06-24,14 FT,Ariston_Rithala,Rithala,Gurgaon,4600.0,"0163, 0164",2022-07-06 00:00:00,Arun Tempo,3300.0
